Course,Green,Tee,CR,SR,Yards
伊吹-鈴鹿,ベントR,バック,73.3,130,6950
伊吹-鈴鹿,ベントR,レギュラー,71.2,126,6520
伊吹-鈴鹿,ベントR,フロント,68.7,121,5940
伊吹-鈴鹿,ベントB,バック,72.4,129,6775
伊吹-鈴鹿,ベントB,レギュラー,70.4,125,6342
伊吹-鈴鹿,ベントB,フロント,67.9,120,5773
鈴鹿-比良,ベントR,バック,73.1,131,6954
鈴鹿-比良,ベントR,レギュラー,70.9,126,6471
鈴鹿-比良,ベントR,フロント,68.3,121,5884
鈴鹿-比良,ベントB,バック,72.5,129,6812
鈴鹿-比良,ベントB,レギュラー,70.1,125,6324
鈴鹿-比良,ベントB,フロント,67.7,120,5748
比良-伊吹,ベントR,バック,73.0,134,6922
比良-伊吹,ベントR,レギュラー,70.7,128,6425
比良-伊吹,ベントR,フロント,68.4,124,5908
比良-伊吹,ベントB,バック,72.5,132,6799
比良-伊吹,ベントB,レギュラー,70.1,126,6294
比良-伊吹,ベントB,フロント,67.8,123,5779
