Course,Green,Tee,CR,SR,Yards
東・アウト-東・イン,ベント,バック,73.8,135,6961
東・アウト-東・イン,ベント,レギュラー,72.0,132,6581
東・アウト-東・イン,ベント,フロント1,70.6,128,6282
西・アウト-西・イン,ベント,バック,73.0,137,6868
西・アウト-西・イン,ベント,レギュラー,71.5,134,6536
西・アウト-西・イン,ベント,フロント1,70.1,131,6235
西・アウト-西・イン,ベント,フロント2,69.4,130,6093
西・アウト-西・イン,ベント,ゴールド,67.5,126,5650
