Course,Green,Tee,CR,SR,Yards
トーナメントIN-リゾートIN,ベント,バック,73.6,135,7113
トーナメントIN-リゾートIN,ベント,レギュラー,70.5,126,6460
トーナメントIN-リゾートIN,ベント,フロント1,69.2,123,6115
トーナメントIN-リゾートIN,ベント,フロント2,64.8,110,4988
トーナメントOUT-トーナメントIN,ベント,バック,73.6,135,7104
トーナメントOUT-トーナメントIN,ベント,レギュラー,70.9,128,6529
トーナメントOUT-トーナメントIN,ベント,フロント1,68.9,122,6060
トーナメントOUT-トーナメントIN,ベント,フロント2,65.1,110,5059
トーナメントOUT-リゾートIN,ベント,バック,73.3,135,7013
トーナメントOUT-リゾートIN,ベント,レギュラー,70.5,126,6423
トーナメントOUT-リゾートIN,ベント,フロント1,68.6,121,5937
トーナメントOUT-リゾートIN,ベント,フロント2,64.8,110,4937
トーナメントIN-リゾートOUT,ベント,バック,73.1,134,7009
トーナメントIN-リゾートOUT,ベント,レギュラー,70.2,125,6391
トーナメントIN-リゾートOUT,ベント,フロント1,68.9,122,6089
トーナメントIN-リゾートOUT,ベント,フロント2,64.8,110,4980
トーナメントOUT-リゾートOUT,ベント,バック,72.7,133,6909
トーナメントOUT-リゾートOUT,ベント,レギュラー,70.0,125,6354
トーナメントOUT-リゾートOUT,ベント,フロント1,68.4,120,5911
トーナメントOUT-リゾートOUT,ベント,フロント2,64.6,109,4929
リゾートOUT-リゾートIN,ベント,バック,72.6,132,6918
リゾートOUT-リゾートIN,ベント,レギュラー,69.7,124,6285
リゾートOUT-リゾートIN,ベント,フロント1,68.4,120,5966
リゾートOUT-リゾートIN,ベント,フロント2,64.3,108,4858
