Course,Green,Tee,CR,SR,Yards
西-南,メイン,バック,78.4,144,6429
西-南,メイン,レギュラー,76.8,141,6139
西-南,メイン,フロント,75.3,137,5869
西-南,メイン,レディース,72.8,132,5414
西-南,サブ|メイン,バック,78.3,142,6383
西-南,サブ|メイン,レギュラー,76.6,139,6093
西-南,サブ|メイン,フロント,75.1,135,5824
西-南,サブ|メイン,レディース,72.6,130,5370
南-東,メイン,バック,78.1,146,6363
南-東,メイン,レギュラー,76.5,143,6085
南-東,メイン,フロント,74.8,139,5785
南-東,メイン,レディース,72.7,135,5405
南-東,メイン|サブ,バック,77.1,142,6190
南-東,メイン|サブ,レギュラー,75.5,140,5922
南-東,メイン|サブ,フロント,74.0,135,5639
南-東,メイン|サブ,レディース,72.0,131,5281
東-西,メイン,バック,76.7,145,6142
東-西,メイン,レギュラー,75.5,142,5914
東-西,メイン,フロント,73.9,139,5634
東-西,メイン,レディース,71.3,134,5179
東-西,サブ,バック,75.6,138,5923
東-西,サブ,レギュラー,74.3,137,5705
東-西,サブ,フロント,72.9,133,5443
東-西,サブ,レディース,70.4,128,5011
