Course,Green,Tee,CR,SR,Yards
出流コースアウト-出流コースイン,Rightグリーン,バック,78.5,140,6514
出流コースアウト-出流コースイン,Rightグリーン,レギュラー,76.0,134,6093
出流コースアウト-出流コースイン,Rightグリーン,フロント1,73.8,131,5748
出流コースアウト-出流コースイン,Rightグリーン,フロント2,70.2,125,5124
出流コースアウト-出流コースイン,Leftグリーン,バック,77.5,138,6402
出流コースアウト-出流コースイン,Leftグリーン,レギュラー,74.9,131,5973
出流コースアウト-出流コースイン,Leftグリーン,フロント1,73.0,129,5635
出流コースアウト-出流コースイン,Leftグリーン,フロント2,69.1,123,5004
駒コースアウト-駒コースイン,Leftグリーン,バック,76.4,141,6218
駒コースアウト-駒コースイン,Leftグリーン,レギュラー,74.1,135,5819
駒コースアウト-駒コースイン,Leftグリーン,フロント1,72.2,129,5496
駒コースアウト-駒コースイン,Leftグリーン,フロント2,67.7,120,4695
駒コースアウト-駒コースイン,Rightグリーン,バック,76.3,142,6230
駒コースアウト-駒コースイン,Rightグリーン,レギュラー,74.2,134,5841
駒コースアウト-駒コースイン,Rightグリーン,フロント1,72.2,130,5518
駒コースアウト-駒コースイン,Rightグリーン,フロント2,67.8,121,4714
