Course,Green,Tee,CR,SR,Yards
宇津峰-那須,Aベント,バック,72.5,131,6657
宇津峰-那須,Aベント,レギュラー,70.8,128,6297
宇津峰-那須,Aベント,フロント,66.6,119,5532
宇津峰-那須,Aベント,レディース,65.4,113,5256
宇津峰-那須,Bベント,バック,71.0,130,6375
宇津峰-那須,Bベント,レギュラー,69.4,124,6015
宇津峰-那須,Bベント,フロント,65.4,119,5256
宇津峰-那須,Bベント,レディース,64.1,113,4981
那須-磐梯,Aベント,バック,72.1,129,6675
那須-磐梯,Aベント,レギュラー,70.2,127,6300
那須-磐梯,Aベント,フロント,66.1,114,5471
那須-磐梯,Aベント,レディース,65.0,111,5242
那須-磐梯,Bベント,バック,70.8,131,6413
那須-磐梯,Bベント,レギュラー,69.0,125,6038
那須-磐梯,Bベント,フロント,64.8,113,5204
那須-磐梯,Bベント,レディース,63.7,110,4983
磐梯-宇津峰,Aベント,バック,72.0,130,6628
磐梯-宇津峰,Aベント,レギュラー,70.2,129,6247
磐梯-宇津峰,Aベント,フロント,65.9,117,5425
磐梯-宇津峰,Aベント,レディース,64.2,111,5072
磐梯-宇津峰,Bベント,バック,71.0,130,6380
磐梯-宇津峰,Bベント,レギュラー,69.0,125,5999
磐梯-宇津峰,Bベント,フロント,64.6,115,5160
磐梯-宇津峰,Bベント,レディース,62.8,111,4820
