Course,Green,Tee,CR,SR,Yards
宇津峰-那須,Aベント,バック,79.4,137,6657
宇津峰-那須,Aベント,レギュラー,77.1,136,6297
宇津峰-那須,Aベント,フロント,72.5,125,5532
宇津峰-那須,Aベント,レディース,70.8,121,5256
宇津峰-那須,Bベント,バック,77.8,135,6375
宇津峰-那須,Bベント,レギュラー,75.7,132,6015
宇津峰-那須,Bベント,フロント,71.0,121,5256
宇津峰-那須,Bベント,レディース,69.2,117,4981
那須-磐梯,Aベント,バック,79.1,135,6675
那須-磐梯,Aベント,レギュラー,76.5,133,6300
那須-磐梯,Aベント,フロント,71.5,121,5471
那須-磐梯,Aベント,レディース,70.3,119,5242
那須-磐梯,Bベント,バック,77.6,135,6413
那須-磐梯,Bベント,レギュラー,75.1,131,6038
那須-磐梯,Bベント,フロント,69.9,122,5204
那須-磐梯,Bベント,レディース,68.6,116,4983
磐梯-宇津峰,Aベント,バック,78.9,137,6628
磐梯-宇津峰,Aベント,レギュラー,76.4,135,6247
磐梯-宇津峰,Aベント,フロント,71.2,123,5425
磐梯-宇津峰,Aベント,レディース,69.1,119,5072
磐梯-宇津峰,Bベント,バック,77.6,137,6380
磐梯-宇津峰,Bベント,レギュラー,75.2,131,5999
磐梯-宇津峰,Bベント,フロント,69.5,122,5160
磐梯-宇津峰,Bベント,レディース,67.4,117,4820
