Course,Green,Tee,CR,SR,Yards
多幸OUT-多幸IN,Bグリーン,バック,69.7,127,6084
多幸OUT-多幸IN,Bグリーン,レギュラー,68.3,124,5754
多幸OUT-多幸IN,Bグリーン,シニア,63.9,116,4818
多幸OUT-多幸IN,Bグリーン,フロント,61.8,111,4322
多幸OUT-多幸IN,Aグリーン,バック,69.5,124,6053
多幸OUT-多幸IN,Aグリーン,レギュラー,68.1,121,5709
多幸OUT-多幸IN,Aグリーン,シニア,63.7,112,4762
多幸OUT-多幸IN,Aグリーン,フロント,61.4,108,4254
飛駒OUT-飛駒IN,Aグリーン,バック,68.2,118,5669
飛駒OUT-飛駒IN,Aグリーン,レギュラー,66.5,116,5311
飛駒OUT-飛駒IN,Aグリーン,シニア,62.6,108,4418
飛駒OUT-飛駒IN,Aグリーン,フロント,61.8,106,4203
飛駒OUT-飛駒IN,Bグリーン,バック,67.9,118,5645
飛駒OUT-飛駒IN,Bグリーン,レギュラー,66.4,114,5289
飛駒OUT-飛駒IN,Bグリーン,シニア,62.3,107,4399
飛駒OUT-飛駒IN,Bグリーン,フロント,61.5,105,4184
