Course,Green,Tee,CR,SR,Yards
キング-クイーン,ベント,ジョーンズ,78.8,147,6804
キング-クイーン,ベント,バック,77.2,144,6509
キング-クイーン,ベント,レギュラー,74.6,139,6040
キング-クイーン,ベント,フロント,71.3,132,5437
キング-クイーン,ベント,レディース,66.3,122,4469
クイーン-プリンス,ベント,ジョーンズ,78.4,144,6758
クイーン-プリンス,ベント,バック,77.2,141,6511
クイーン-プリンス,ベント,レギュラー,74.6,136,6048
クイーン-プリンス,ベント,フロント,71.5,130,5457
クイーン-プリンス,ベント,レディース,66.5,119,4486
プリンス-キング,ベント,ジョーンズ,78.4,142,6804
プリンス-キング,ベント,バック,77.0,140,6510
プリンス-キング,ベント,レギュラー,74.2,134,6020
プリンス-キング,ベント,フロント,71.0,128,5456
プリンス-キング,ベント,レディース,65.8,117,4435
