Course,Green,Tee,CR,SR,Yards
南-北,ベント,バック,72.6,125,6869
南-北,ベント,レギュラー,70.3,124,6425
南-北,ベント,フロント,68.3,122,5975
南-北,ベント,レディース,65.5,113,5384
東-南,ベント,バック,71.8,123,6729
東-南,ベント,レギュラー,69.5,124,6285
東-南,ベント,フロント,67.5,120,5844
東-南,ベント,レディース,65.2,112,5328
北-東,ベント,バック,71.0,124,6590
北-東,ベント,レギュラー,69.0,124,6186
北-東,ベント,フロント,66.8,120,5735
北-東,ベント,レディース,64.3,108,5128
