Course,Green,Tee,CR,SR,Yards
南アウト-南イン,Aグリーン,バック,71.4,129,6688
南アウト-南イン,Aグリーン,レギュラー,69.2,123,6165
南アウト-南イン,Aグリーン,フロント1,68.0,119,5829
南アウト-南イン,Aグリーン,フロント2,65.8,112,5194
南アウト-南イン,Bグリーン,バック,71.0,128,6579
南アウト-南イン,Bグリーン,レギュラー,68.9,122,6076
南アウト-南イン,Bグリーン,フロント1,67.6,118,5740
南アウト-南イン,Bグリーン,フロント2,65.6,112,5105
南イン-黄金,Aグリーン,バック,71.2,129,6604
南イン-黄金,Aグリーン,レギュラー,69.5,123,6212
南イン-黄金,Aグリーン,フロント1,68.5,121,5960
南イン-黄金,Aグリーン,フロント2,66.2,114,5280
南イン-黄金,Bグリーン,バック,70.7,127,6490
南イン-黄金,Bグリーン,レギュラー,69.1,122,6098
南イン-黄金,Bグリーン,フロント1,68.1,119,5846
南イン-黄金,Bグリーン,フロント2,65.7,112,5166
南アウト-黄金,Aグリーン,バック,70.9,128,6578
南アウト-黄金,Aグリーン,レギュラー,69.3,123,6195
南アウト-黄金,Aグリーン,フロント1,68.0,119,5875
南アウト-黄金,Aグリーン,フロント2,65.9,113,5266
南アウト-黄金,Bグリーン,バック,70.2,125,6429
南アウト-黄金,Bグリーン,レギュラー,68.8,121,6046
南アウト-黄金,Bグリーン,フロント1,67.5,117,5726
南アウト-黄金,Bグリーン,フロント2,65.5,111,5117
北アウト-北イン,Aグリーン,バック,70.6,127,6483
北アウト-北イン,Aグリーン,レギュラー,69.2,123,6161
北アウト-北イン,Aグリーン,フロント1,68.1,119,5832
北アウト-北イン,Aグリーン,フロント2,65.6,112,5156
北アウト-北イン,Bグリーン,バック,70.0,125,6342
北アウト-北イン,Bグリーン,レギュラー,68.7,121,6020
北アウト-北イン,Bグリーン,フロント1,67.5,117,5691
北アウト-北イン,Bグリーン,フロント2,65.1,110,5015
