Course,Green,Tee,CR,SR,Yards
南-東,ベント,バック,77.4,140,6818
南-東,ベント,レギュラー,75.8,136,6509
南-東,ベント,フロント1,75.6,135,6486
南-東,ベント,フロント2,72.3,126,5851
南-東,コーライ,バック,75.7,135,6513
南-東,コーライ,レギュラー,74.0,131,6185
南-東,コーライ,フロント1,73.8,131,6148
南-東,コーライ,フロント2,71.3,124,5672
東-西,ベント,バック,77.3,139,6766
東-西,ベント,レギュラー,75.6,135,6457
東-西,ベント,フロント1,75.4,134,6406
東-西,ベント,フロント2,72.4,127,5845
東-西,コーライ,バック,75.9,136,6496
東-西,コーライ,レギュラー,74.2,131,6174
東-西,コーライ,フロント1,73.8,131,6105
東-西,コーライ,フロント2,71.4,124,5642
西-南,ベント,バック,76.4,137,6608
西-南,ベント,レギュラー,74.7,133,6294
西-南,ベント,フロント1,74.5,132,6244
西-南,ベント,フロント2,71.8,125,5748
西-南,コーライ,バック,74.8,133,6321
西-南,コーライ,レギュラー,73.2,129,6013
西-南,コーライ,フロント1,72.6,127,5907
西-南,コーライ,フロント2,71.0,123,5600
