Course,Green,Tee,CR,SR,Yards
中-西,RED,チャンピオン,71.8,129,6539
中-西,RED,バック,70.8,126,6326
中-西,RED,レギュラー,68.7,123,5951
中-西,RED,ゴールド,65.9,113,5207
中-西,RED,レディース,65.2,110,5057
中-西,BLUE,チャンピオン,70.2,127,6224
中-西,BLUE,バック,69.1,124,6008
中-西,BLUE,レギュラー,67.3,118,5636
中-西,BLUE,ゴールド,64.3,108,4891
中-西,BLUE,レディース,63.7,106,4741
東-中,RED,チャンピオン,71.3,132,6444
東-中,RED,バック,70.5,127,6252
東-中,RED,レギュラー,68.7,124,5904
東-中,RED,ゴールド,65.7,116,5182
東-中,RED,レディース,65.2,114,5095
東-中,BLUE,チャンピオン,69.9,125,6120
東-中,BLUE,バック,69.0,124,5923
東-中,BLUE,レギュラー,67.1,121,5568
東-中,BLUE,ゴールド,64.1,113,4856
東-中,BLUE,レディース,63.7,112,4769
西-東,RED,チャンピオン,70.5,133,6263
西-東,RED,バック,69.5,127,6028
西-東,RED,レギュラー,67.6,124,5663
西-東,RED,ゴールド,66.2,116,5269
西-東,RED,レディース,65.2,113,5066
西-東,BLUE,チャンピオン,68.7,126,5870
西-東,BLUE,バック,67.7,124,5637
西-東,BLUE,レギュラー,66.0,116,5262
西-東,BLUE,ゴールド,64.4,112,4883
西-東,BLUE,レディース,63.6,110,4680
