Course,Green,Tee,CR,SR,Yards
リンドウ-カトレア,ベント,バック,78.1,138,6556
リンドウ-カトレア,ベント,レギュラー,76.1,133,6171
リンドウ-カトレア,ベント,フロント1,74.4,130,5852
リンドウ-カトレア,ベント,フロント2,70.8,123,5203
リンドウ-ラベンダー,ベント,バック,78.0,138,6570
リンドウ-ラベンダー,ベント,レギュラー,76.5,134,6275
リンドウ-ラベンダー,ベント,フロント1,74.6,130,5900
リンドウ-ラベンダー,ベント,フロント2,70.7,123,5201
カトレア-ラベンダー,ベント,バック,77.9,139,6656
カトレア-ラベンダー,ベント,レギュラー,75.6,133,6208
カトレア-ラベンダー,ベント,フロント1,73.2,129,5758
カトレア-ラベンダー,ベント,フロント2,68.3,118,4868
リンドウ-シバザクラ,ベント,バック,77.3,136,6337
リンドウ-シバザクラ,ベント,レギュラー,76.1,133,6108
リンドウ-シバザクラ,ベント,フロント1,75.0,130,5879
リンドウ-シバザクラ,ベント,フロント2,72.2,126,5385
シバザクラ-カトレア,ベント,バック,77.2,137,6423
シバザクラ-カトレア,ベント,レギュラー,75.2,132,6041
シバザクラ-カトレア,ベント,フロント1,73.6,129,5737
シバザクラ-カトレア,ベント,フロント2,69.8,121,5052
シバザクラ-ラベンダー,ベント,バック,77.1,137,6437
シバザクラ-ラベンダー,ベント,レギュラー,75.6,133,6145
シバザクラ-ラベンダー,ベント,フロント1,73.8,129,5785
シバザクラ-ラベンダー,ベント,フロント2,69.7,121,5050
リンドウ-サルビア,ベント,バック,76.9,137,6320
リンドウ-サルビア,ベント,レギュラー,75.4,133,6028
リンドウ-サルビア,ベント,フロント1,74.1,130,5777
リンドウ-サルビア,ベント,フロント2,70.7,124,5175
サルビア-カトレア,ベント,バック,76.8,138,6406
サルビア-カトレア,ベント,レギュラー,74.5,132,5961
サルビア-カトレア,ベント,フロント1,72.7,128,5635
サルビア-カトレア,ベント,フロント2,68.3,119,4842
サルビア-ラベンダー,ベント,バック,76.7,138,6420
サルビア-ラベンダー,ベント,レギュラー,74.9,133,6065
サルビア-ラベンダー,ベント,フロント1,72.9,129,5683
サルビア-ラベンダー,ベント,フロント2,68.2,119,4840
シバザクラ-サルビア,ベント,バック,76.0,136,6187
シバザクラ-サルビア,ベント,レギュラー,74.5,132,5898
シバザクラ-サルビア,ベント,フロント1,73.3,129,5662
シバザクラ-サルビア,ベント,フロント2,69.7,122,5024
