Course,Green,Tee,CR,SR,Yards
アウト-イン,Aグリーン,バック,71.3,127,6532
アウト-イン,Aグリーン,レギュラー,70.1,125,6256
アウト-イン,Aグリーン,フロント,68.7,122,5932
アウト-イン,Aグリーン,レディース,65.7,116,5243
アウト-イン,Bグリーン,バック,69.9,126,6255
アウト-イン,Bグリーン,レギュラー,68.8,123,5979
アウト-イン,Bグリーン,フロント,67.3,120,5655
アウト-イン,Bグリーン,レディース,64.3,114,4966
ウエスト-アウト,メイン|Aグリーン,バック,69.4,120,6107
ウエスト-アウト,メイン|Aグリーン,レギュラー,68.2,118,5837
ウエスト-アウト,メイン|Aグリーン,フロント,66.9,116,5544
ウエスト-アウト,メイン|Aグリーン,レディース,64.4,110,4991
ウエスト-アウト,メイン|Bグリーン,バック,68.9,120,5988
ウエスト-アウト,メイン|Bグリーン,レギュラー,67.7,117,5718
ウエスト-アウト,メイン|Bグリーン,フロント,66.3,115,5425
ウエスト-アウト,メイン|Bグリーン,レディース,63.9,109,4872
イン-ウエスト,Aグリーン|メイン,バック,68.5,120,5869
イン-ウエスト,Aグリーン|メイン,レギュラー,67.1,118,5569
イン-ウエスト,Aグリーン|メイン,フロント,65.8,116,5284
イン-ウエスト,Aグリーン|メイン,レディース,63.9,111,4842
イン-ウエスト,Bグリーン|メイン,バック,67.6,119,5711
イン-ウエスト,Bグリーン|メイン,レギュラー,66.3,117,5411
イン-ウエスト,Bグリーン|メイン,フロント,65.0,114,5126
イン-ウエスト,Bグリーン|メイン,レディース,63.0,110,4684
