Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,BT,71.6,130,6523
アウト-イン,ベント,RT,70.0,125,6167
アウト-イン,ベント,FT/LT1,68.5,121,5838
アウト-イン,コーライ,BT,71.0,128,6456
アウト-イン,コーライ,RT,69.5,123,6100
アウト-イン,コーライ,FT/LT1,68.2,119,5771
