Course,Green,Tee,CR,SR,Yards
米山アウト-米山イン,Bグリーン,バック1,72.9,130,6824
米山アウト-米山イン,Bグリーン,バック2,72.4,129,6725
米山アウト-米山イン,Bグリーン,レギュラー,70.9,126,6379
米山アウト-米山イン,Bグリーン,フロント1,69.2,124,6037
米山アウト-米山イン,Bグリーン,フロント2,69.0,124,5988
米山アウト-米山イン,Bグリーン,レディース,66.7,119,5524
米山アウト-米山イン,Aグリーン,バック1,72.7,130,6773
米山アウト-米山イン,Aグリーン,バック2,72.3,128,6674
米山アウト-米山イン,Aグリーン,レギュラー,70.7,126,6328
米山アウト-米山イン,Aグリーン,フロント1,68.9,124,5986
米山アウト-米山イン,Aグリーン,フロント2,68.7,124,5937
米山アウト-米山イン,Aグリーン,レディース,66.6,119,5480
岩殿アウト-岩殿イン,Bグリーン,バック1,71.8,130,6565
岩殿アウト-岩殿イン,Bグリーン,バック2,71.6,129,6535
岩殿アウト-岩殿イン,Bグリーン,レギュラー,69.9,125,6185
岩殿アウト-岩殿イン,Bグリーン,フロント1,68.3,124,5887
岩殿アウト-岩殿イン,Bグリーン,レディース,65.8,118,5362
岩殿アウト-岩殿イン,Aグリーン,バック1,71.5,131,6536
岩殿アウト-岩殿イン,Aグリーン,バック2,71.4,130,6506
岩殿アウト-岩殿イン,Aグリーン,レギュラー,69.8,127,6156
岩殿アウト-岩殿イン,Aグリーン,フロント1,68.3,125,5858
岩殿アウト-岩殿イン,Aグリーン,レディース,65.8,118,5333
