Course,Green,Tee,CR,SR,Yards
西アウト-西イン,Aグリーン,バック,72.5,132,6828
西アウト-西イン,Aグリーン,レギュラー,70.5,126,6416
西アウト-西イン,Aグリーン,フロント1,69.2,123,6080
西アウト-西イン,Aグリーン,フロント2,66.6,115,5391
西アウト-西イン,Bグリーン,バック,71.4,129,6583
西アウト-西イン,Bグリーン,レギュラー,69.6,124,6171
西アウト-西イン,Bグリーン,フロント1,68.3,120,5835
西アウト-西イン,Bグリーン,フロント2,65.8,112,5147
東アウト-東イン,Aグリーン,バック,72.4,126,6831
東アウト-東イン,Aグリーン,レギュラー,70.8,122,6458
東アウト-東イン,Aグリーン,フロント1,68.9,118,6011
東アウト-東イン,Aグリーン,フロント2,66.0,112,5358
東アウト-東イン,Bグリーン,バック,71.0,126,6551
東アウト-東イン,Bグリーン,レギュラー,69.4,123,6178
東アウト-東イン,Bグリーン,フロント1,67.4,119,5731
東アウト-東イン,Bグリーン,フロント2,64.5,113,5078
