Course,Green,Tee,CR,SR,Yards
東・アウト-東・イン,ベントA,バック,79.4,137,6899
東・アウト-東・イン,ベントA,レギュラー,76.8,131,6444
東・アウト-東・イン,ベントA,フロント1,73.8,125,5895
東・アウト-東・イン,ベントA,フロント2,70.7,118,5333
東・アウト-東・イン,ベントB,バック,78.8,140,6742
東・アウト-東・イン,ベントB,レギュラー,76.0,136,6283
東・アウト-東・イン,ベントB,フロント1,72.9,129,5731
東・アウト-東・イン,ベントB,フロント2,69.9,122,5169
南・アウト-南・イン,コーライ,バック,77.5,140,6770
南・アウト-南・イン,コーライ,レギュラー,75.2,134,6330
南・アウト-南・イン,コーライ,フロント1,73.1,129,5945
南・アウト-南・イン,コーライ,フロント2,72.3,126,5778
南・アウト-南・イン,ベント,バック,76.6,138,6624
南・アウト-南・イン,ベント,レギュラー,74.2,131,6174
南・アウト-南・イン,ベント,フロント1,72.3,126,5807
南・アウト-南・イン,ベント,フロント2,71.4,124,5640
