Course,Green,Tee,CR,SR,Yards
城山-愛川,Aグリーン,バック,71.0,134,6350
城山-愛川,Aグリーン,レギュラー,69.5,131,6017
城山-愛川,Aグリーン,レディース,67.0,126,5465
城山-愛川,Bグリーン,バック,70.2,129,6295
城山-愛川,Bグリーン,レギュラー,68.7,127,5937
城山-愛川,Bグリーン,レディース,66.1,123,5206
愛川-相模,Aグリーン,バック,70.8,131,6399
愛川-相模,Aグリーン,レギュラー,69.0,128,5995
愛川-相模,Aグリーン,レディース,66.9,124,5525
愛川-相模,Bグリーン,バック,69.8,127,6298
愛川-相模,Bグリーン,レギュラー,68.0,124,5871
愛川-相模,Bグリーン,レディース,65.7,120,5207
相模-城山,Aグリーン,バック,70.4,133,6255
相模-城山,Aグリーン,レギュラー,68.9,130,5912
相模-城山,Aグリーン,レディース,65.7,124,5208
相模-城山,Bグリーン,バック,69.6,128,6049
相模-城山,Bグリーン,レギュラー,68.1,126,5704
相模-城山,Bグリーン,レディース,64.8,120,4989
