Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,チャンピオン,73.5,131,6956
アウト-イン,ベント,バック,71.4,126,6553
アウト-イン,ベント,レギュラー,69.5,122,6157
アウト-イン,ベント,フロント,66.7,114,5558
アウト-イン,ベント,レディース,64.1,106,5000
