Course,Green,Tee,CR,SR,Yards
白山アウト-白山イン,ベント,バック,83.1,150,7118
白山アウト-白山イン,ベント,レギュラー,80.0,146,6585
白山アウト-白山イン,ベント,フロント,77.5,143,6179
白山アウト-白山イン,ベント,ゴールド,76.8,140,6030
白山アウト-白山イン,ベント,レディース,74.6,137,5726
加賀アウト-加賀イン,ベント,バック,82.7,151,7038
加賀アウト-加賀イン,ベント,レギュラー,79.5,145,6466
加賀アウト-加賀イン,ベント,フロント,77.5,142,6113
加賀アウト-加賀イン,ベント,ゴールド,76.8,140,6010
加賀アウト-加賀イン,ベント,レディース,71.9,132,5243
日本海アウト-日本海イン,ベント,バック,79.1,139,6596
日本海アウト-日本海イン,ベント,レギュラー,76.7,136,6219
日本海アウト-日本海イン,ベント,フロント,76.1,135,6130
日本海アウト-日本海イン,ベント,ゴールド,74.6,130,5900
日本海アウト-日本海イン,ベント,レディース,71.1,126,5278
