Course,Green,Tee,CR,SR,Yards
いずみ-山里,メインベント,バック,80.4,144,6874
いずみ-山里,メインベント,レギュラー,77.5,140,6403
いずみ-山里,メインベント,フロント1,74.4,132,5896
いずみ-山里,メインベント,レディース,72.2,125,5580
いずみ-山里,サブベント,バック,79.6,140,6752
いずみ-山里,サブベント,レギュラー,76.9,137,6285
いずみ-山里,サブベント,フロント1,73.6,130,5770
いずみ-山里,サブベント,レディース,71.6,125,5448
山里-みやま,メインベント,バック,80.3,145,6865
山里-みやま,メインベント,レギュラー,76.7,139,6277
山里-みやま,メインベント,フロント1,73.8,131,5823
山里-みやま,メインベント,レディース,72.2,125,5540
山里-みやま,サブベント,バック,79.8,140,6817
山里-みやま,サブベント,レギュラー,76.5,136,6232
山里-みやま,サブベント,フロント1,73.6,129,5778
山里-みやま,サブベント,レディース,72.0,124,5495
みやま-いずみ,メインベント,バック,80.1,143,6879
みやま-いずみ,メインベント,レギュラー,77.2,136,6342
みやま-いずみ,メインベント,フロント1,74.2,130,5847
みやま-いずみ,メインベント,レディース,71.8,124,5462
みやま-いずみ,サブベント,バック,79.8,143,6805
みやま-いずみ,サブベント,レギュラー,76.8,136,6269
みやま-いずみ,サブベント,フロント1,73.6,130,5766
みやま-いずみ,サブベント,レディース,71.4,125,5375
