Course,Green,Tee,CR,SR,Yards
中-西,ベント(メイン),バック,77.8,141,6906
中-西,ベント(メイン),レギュラー,76.1,137,6581
中-西,ベント(メイン),フロント,72.8,128,5937
中-西,ベント(メイン),レディス,70.6,122,5533
中-西,ベント(サブ),バック,76.6,138,6726
中-西,ベント(サブ),レギュラー,74.9,133,6395
中-西,ベント(サブ),フロント,71.6,125,5747
中-西,ベント(サブ),レディス,69.6,119,5345
西-東,ベント(メイン),バック,77.7,141,6841
西-東,ベント(メイン),レギュラー,75.9,136,6467
西-東,ベント(メイン),フロント,73.4,129,6003
西-東,ベント(メイン),レディス,71.3,124,5611
西-東,ベント(サブ),バック,76.4,137,6649
西-東,ベント(サブ),レギュラー,74.6,133,6269
西-東,ベント(サブ),フロント,72.1,126,5799
西-東,ベント(サブ),レディス,70.1,120,5411
東-中,ベント(メイン),バック,77.1,139,6761
東-中,ベント(メイン),レギュラー,75.5,135,6438
東-中,ベント(メイン),フロント,72.0,126,5766
東-中,ベント(メイン),レディス,71.3,124,5626
東-中,ベント(サブ),バック,75.9,136,6551
東-中,ベント(サブ),レギュラー,74.3,132,6228
東-中,ベント(サブ),フロント,70.8,123,5554
東-中,ベント(サブ),レディス,70.1,120,5416
