Course,Green,Tee,CR,SR,Yards
東アウト-東イン,Lグリーン,バック,78.5,143,7181
東アウト-東イン,Lグリーン,レギュラー,76.0,136,7067
東アウト-東イン,Lグリーン,フロント1,73.4,129,6210
東アウト-東イン,Lグリーン,フロント2,69.0,117,5315
東アウト-東イン,Rグリーン,バック,78.3,142,7136
東アウト-東イン,Rグリーン,レギュラー,75.8,136,6663
東アウト-東イン,Rグリーン,フロント1,73.2,129,6176
東アウト-東イン,Rグリーン,フロント2,68.9,117,5295
西アウト-西イン,Rグリーン,バック,77.7,141,6826
西アウト-西イン,Rグリーン,レギュラー,75.1,134,6341
西アウト-西イン,Rグリーン,フロント1,71.7,125,5685
西アウト-西イン,Rグリーン,フロント2,70.5,122,5465
西アウト-西イン,Lグリーン,バック,77.5,140,6775
西アウト-西イン,Lグリーン,レギュラー,75.0,134,6290
西アウト-西イン,Lグリーン,フロント1,71.5,125,5627
西アウト-西イン,Lグリーン,フロント2,70.3,121,5415
