Course,Green,Tee,CR,SR,Yards
中アウト-中イン,ベント,バック,81.5,146,7154
中アウト-中イン,ベント,レギュラー1,79.8,142,6833
中アウト-中イン,ベント,レギュラー2,78.6,140,6624
中アウト-中イン,ベント,フロント,76.2,135,6197
中アウト-中イン,ベント,シルバー,75.2,133,6016
中アウト-中イン,ベント,レディース,71.6,125,5365
東アウト-東イン,コーライ,バック,79.5,142,6734
東アウト-東イン,コーライ,レギュラー1,77.4,136,6340
東アウト-東イン,コーライ,レギュラー2,77.2,136,6307
東アウト-東イン,コーライ,フロント,75.5,134,6015
東アウト-東イン,コーライ,シルバー,74.1,130,5756
東アウト-東イン,コーライ,レディース,70.6,122,5119
西アウト-西イン,ベント,バック,78.6,145,6642
西アウト-西イン,ベント,レギュラー1,76.7,141,6294
西アウト-西イン,ベント,レギュラー2,76.4,141,6253
西アウト-西イン,ベント,フロント1,74.5,136,5915
西アウト-西イン,ベント,フロント2,74.2,135,5848
西アウト-西イン,ベント,シルバー,72.8,134,5617
西アウト-西イン,ベント,レディース,69.6,125,5016
