Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,72.5,126,6850
アウト-イン,ベント,レギュラー,70.6,124,6496
アウト-イン,ベント,フロント1,68.9,122,6129
アウト-イン,ベント,フロント2,68.9,121,6122
アウト-イン,ベント,レディース,65.8,112,5421
