Course,Green,Tee,CR,SR,Yards
栗東-三上,ベントA,トーナメント,74.7,136,7085
栗東-三上,ベントA,バック,74.1,134,6950
栗東-三上,ベントA,レギュラー,72.6,131,6600
栗東-三上,ベントA,フロント,70.7,127,6236
栗東-三上,ベントA,シニア,67.0,119,5433
栗東-三上,ベントB,トーナメント,72.8,132,6667
栗東-三上,ベントB,バック,72.2,131,6549
栗東-三上,ベントB,レギュラー,70.8,127,6217
栗東-三上,ベントB,フロント,69.1,124,5880
栗東-三上,ベントB,シニア,65.6,116,5117
琵琶湖-栗東,ベントA,トーナメント,74.7,136,7071
琵琶湖-栗東,ベントA,バック,73.8,134,6856
琵琶湖-栗東,ベントA,レギュラー,71.9,130,6464
琵琶湖-栗東,ベントA,フロント,69.6,126,6017
琵琶湖-栗東,ベントA,シニア,66.2,117,5265
琵琶湖-栗東,ベントB,トーナメント,72.8,132,6653
琵琶湖-栗東,ベントB,バック,71.9,130,6451
琵琶湖-栗東,ベントB,レギュラー,69.8,126,6064
琵琶湖-栗東,ベントB,フロント,68.0,123,5653
琵琶湖-栗東,ベントB,シニア,64.6,116,4937
三上-琵琶湖,ベントA,トーナメント,74.6,135,7006
三上-琵琶湖,ベントA,バック,73.5,133,6774
三上-琵琶湖,ベントA,レギュラー,71.7,130,6380
三上-琵琶湖,ベントA,フロント,69.7,127,6009
三上-琵琶湖,ベントA,シニア,65.6,118,5112
三上-琵琶湖,ベントB,トーナメント,73.2,132,6714
三上-琵琶湖,ベントB,バック,72.1,130,6478
三上-琵琶湖,ベントB,レギュラー,70.0,127,6087
三上-琵琶湖,ベントB,フロント,68.5,125,5741
三上-琵琶湖,ベントB,シニア,64.4,116,4840
