Course,Green,Tee,CR,SR,Yards
日本海-はまなす,エメラルド,バック,79.3,145,7117
日本海-はまなす,エメラルド,レギュラー,77.7,141,6742
日本海-はまなす,エメラルド,フロント,76.4,137,6541
日本海-はまなす,エメラルド,レディス,72.1,126,5755
日本海-はまなす,サファイア,バック,77.8,141,6815
日本海-はまなす,サファイア,レギュラー,75.8,136,6444
日本海-はまなす,サファイア,フロント,74.6,133,6243
日本海-はまなす,サファイア,レディス,70.6,122,5470
はまなす-宝達,エメラルド,バック,78.7,143,7025
はまなす-宝達,エメラルド,レギュラー,76.9,139,6621
はまなす-宝達,エメラルド,フロント,75.6,135,6437
はまなす-宝達,エメラルド,レディス,71.9,126,5745
はまなす-宝達,サファイア,バック,77.0,139,6726
はまなす-宝達,サファイア,レギュラー,74.9,133,6330
はまなす-宝達,サファイア,フロント,74.0,131,6150
はまなす-宝達,サファイア,レディス,70.3,121,5450
宝達-日本海,エメラルド,バック,78.6,143,6996
宝達-日本海,エメラルド,レギュラー,76.6,138,6603
宝達-日本海,エメラルド,フロント,75.6,135,6422
宝達-日本海,エメラルド,レディス,71.6,125,5682
宝達-日本海,サファイア,バック,77.2,139,6741
宝達-日本海,サファイア,レギュラー,75.1,134,6356
宝達-日本海,サファイア,フロント,74.2,131,6179
宝達-日本海,サファイア,レディス,70.3,121,5454
