Course,Green,Tee,CR,SR,Yards
東-北,ベントA,バック,71.8,130,6777
東-北,ベントA,レギュラー,69.3,123,6216
東-北,ベントA,フロント1,68.4,120,5964
東-北,ベントA,フロント2,65.5,111,5156
東-北,ベントB,バック,71.0,128,6595
東-北,ベントB,レギュラー,68.7,121,6037
東-北,ベントB,フロント1,67.7,118,5785
東-北,ベントB,フロント2,64.9,110,4977
南-東,ベントA,バック,71.2,129,6633
南-東,ベントA,レギュラー,69.6,124,6253
南-東,ベントA,フロント1,68.8,121,6047
南-東,ベントA,フロント2,66.1,114,5291
南-東,ベントB,バック,70.1,125,6403
南-東,ベントB,レギュラー,68.7,121,6025
南-東,ベントB,フロント1,67.9,118,5819
南-東,ベントB,フロント2,65.3,111,5063
北-南,ベントA,バック,71.0,128,6616
北-南,ベントA,レギュラー,69.0,122,6127
北-南,ベントA,フロント1,68.0,119,5849
北-南,ベントA,フロント2,65.7,112,5205
北-南,ベントB,バック,69.9,125,6364
北-南,ベントB,レギュラー,68.0,119,5878
北-南,ベントB,フロント1,67.0,116,5600
北-南,ベントB,フロント2,64.8,110,4956
