Course,Green,Tee,CR,SR,Yards
男体アウト-筑波イン,Aグリーン,バック,77.3,139,6799
男体アウト-筑波イン,Aグリーン,レギュラー,75.2,134,6393
男体アウト-筑波イン,Aグリーン,フロント1,71.4,124,5679
男体アウト-筑波イン,Aグリーン,フロント2,68.5,116,5035
男体アウト-筑波イン,Bグリーン,バック,76.0,136,6538
男体アウト-筑波イン,Bグリーン,レギュラー,73.9,131,6137
男体アウト-筑波イン,Bグリーン,フロント1,70.0,120,5411
男体アウト-筑波イン,Bグリーン,フロント2,67.3,113,4752
男体アウト-富士,Aグリーン,バック,77.1,139,6774
男体アウト-富士,Aグリーン,レギュラー|レギュラー..,74.8,133,6336
男体アウト-富士,Aグリーン,フロント1,71.3,124,5676
男体アウト-富士,Aグリーン,フロント2,68.5,116,5070
男体アウト-富士,Bグリーン,バック,76.1,137,6583
男体アウト-富士,Bグリーン,レギュラー,73.8,131,6138
男体アウト-富士,Bグリーン,フロント1,70.3,121,5475
男体アウト-富士,Bグリーン,フロント2|フロント2..,67.7,114,4864
男体アウト-筑波アウト,Aグリーン,バック,77.1,139,6713
男体アウト-筑波アウト,Aグリーン,レギュラー,74.8,133,6283
男体アウト-筑波アウト,Aグリーン,フロント1,71.5,124,5648
男体アウト-筑波アウト,Aグリーン,フロント2,68.1,115,4901
男体アウト-筑波アウト,Bグリーン,バック,76.0,136,6500
男体アウト-筑波アウト,Bグリーン,レギュラー,73.7,130,6074
男体アウト-筑波アウト,Bグリーン,フロント1,70.4,121,5435
男体アウト-筑波アウト,Bグリーン,フロント2,67.2,113,4678
男体アウト-男体イン,Aグリーン,バック,76.6,138,6654
男体アウト-男体イン,Aグリーン,レギュラー,74.5,132,6259
男体アウト-男体イン,Aグリーン,フロント1|フロント1..,71.1,123,5613
男体アウト-男体イン,Aグリーン,フロント2,67.7,114,4828
男体アウト-男体イン,Bグリーン,バック,75.4,134,6435
男体アウト-男体イン,Bグリーン,レギュラー,73.4,129,6053
男体アウト-男体イン,Bグリーン,フロント1,70.1,120,5402
男体アウト-男体イン,Bグリーン,フロント2,66.8,112,4607
筑波アウト-筑波イン,Aグリーン,バック,76.4,137,6586
筑波アウト-筑波イン,Aグリーン,レギュラー,74.1,131,6162
筑波アウト-筑波イン,Aグリーン,フロント1,71.6,125,5673
筑波アウト-筑波イン,Aグリーン,フロント2,68.0,115,4892
筑波アウト-筑波イン,Bグリーン,バック,75.0,134,6332
筑波アウト-筑波イン,Bグリーン,レギュラー,72.8,128,5909
筑波アウト-筑波イン,Bグリーン,フロント1|フロント1..,70.2,121,5412
筑波アウト-筑波イン,Bグリーン,フロント2,66.8,112,4626
筑波イン-富士,Aグリーン,バック,76.4,137,6647
筑波イン-富士,Aグリーン,レギュラー,74.1,131,6215
筑波イン-富士,Aグリーン,フロント1|フロント1..,71.4,124,5701
筑波イン-富士,Aグリーン,フロント2,68.4,116,5061
筑波イン-富士,Bグリーン,バック,75.1,134,6415
筑波イン-富士,Bグリーン,レギュラー,72.8,128,5973
筑波イン-富士,Bグリーン,フロント1,70.1,120,5452
筑波イン-富士,Bグリーン,フロント2,67.4,113,4812
筑波アウト-富士,Aグリーン,バック|バック..,76.1,137,6561
筑波アウト-富士,Aグリーン,レギュラー,73.7,130,6105
筑波アウト-富士,Aグリーン,フロント1,71.4,124,5670
筑波アウト-富士,Aグリーン,フロント2,68.0,115,4927
筑波アウト-富士,Bグリーン,バック,75.2,134,6377
筑波アウト-富士,Bグリーン,レギュラー,72.7,128,5910
筑波アウト-富士,Bグリーン,フロント1,70.4,121,5476
筑波アウト-富士,Bグリーン,フロント2,67.2,113,4738
男体イン-筑波イン,Aグリーン,バック,75.8,136,6527
男体イン-筑波イン,Aグリーン,レギュラー,73.8,131,6138
男体イン-筑波イン,Aグリーン,フロント1,71.1,123,5638
男体イン-筑波イン,Aグリーン,フロント2,67.5,114,4819
男体イン-筑波イン,Bグリーン,バック,74.5,132,6267
男体イン-筑波イン,Bグリーン,レギュラー,72.5,127,5888
男体イン-筑波イン,Bグリーン,フロント1,69.9,120,5379
男体イン-筑波イン,Bグリーン,フロント2,66.5,111,4555
男体イン-筑波アウト,Aグリーン,バック,75.7,135,6441
男体イン-筑波アウト,Aグリーン,レギュラー,73.5,130,6028
男体イン-筑波アウト,Aグリーン,フロント1,71.3,124,5607
男体イン-筑波アウト,Aグリーン,フロント2,67.3,113,4685
男体イン-筑波アウト,Bグリーン,バック,74.6,133,6229
男体イン-筑波アウト,Bグリーン,レギュラー,72.5,127,5825
男体イン-筑波アウト,Bグリーン,フロント1,70.2,121,5403
男体イン-筑波アウト,Bグリーン,フロント2,66.5,111,4481
男体イン-富士,Aグリーン,バック,75.6,135,6502
男体イン-富士,Aグリーン,レギュラー,73.4,129,6081
男体イン-富士,Aグリーン,フロント1,71.0,123,5635
男体イン-富士,Aグリーン,フロント2,67.6,114,4854
男体イン-富士,Bグリーン,バック,74.6,133,6312
男体イン-富士,Bグリーン,レギュラー,72.4,127,5889
男体イン-富士,Bグリーン,フロント1,70.0,120,5443
男体イン-富士,Bグリーン,フロント2,66.9,112,4667
