Course,Green,Tee,CR,SR,Yards
みやま-いずみ,メインベント,バック,73.1,132,6879
みやま-いずみ,メインベント,レギュラー,70.4,125,6342
みやま-いずみ,メインベント,フロント1,68.1,119,5847
みやま-いずみ,メインベント,レディース,66.3,115,5462
みやま-いずみ,サブベント,バック,72.7,131,6805
みやま-いずみ,サブベント,レギュラー,70.1,124,6269
みやま-いずみ,サブベント,フロント1,67.7,117,5766
みやま-いずみ,サブベント,レディース,65.7,114,5375
山里-みやま,メインベント,バック,73.1,135,6865
山里-みやま,メインベント,レギュラー,70.4,128,6277
山里-みやま,メインベント,フロント1,68.1,123,5823
山里-みやま,メインベント,レディース,66.8,120,5540
山里-みやま,サブベント,バック,73.0,133,6817
山里-みやま,サブベント,レギュラー,70.0,124,6232
山里-みやま,サブベント,フロント1,68.0,120,5778
山里-みやま,サブベント,レディース,66.5,117,5495
いずみ-山里,メインベント,バック,73.0,134,6874
いずみ-山里,メインベント,レギュラー,70.6,129,6403
いずみ-山里,メインベント,フロント1,68.2,123,5896
いずみ-山里,メインベント,レディース,66.9,119,5580
いずみ-山里,サブベント,バック,72.5,131,6752
いずみ-山里,サブベント,レギュラー,69.9,127,6285
いずみ-山里,サブベント,フロント1,67.7,118,5770
いずみ-山里,サブベント,レディース,66.0,116,5448
