Course,Green,Tee,CR,SR,Yards
日本海アウト-日本海イン,マスター,バック,78.6,143,6905
日本海アウト-日本海イン,マスター,レギュラー,76.7,138,6529
日本海アウト-日本海イン,マスター,フロント,76.2,137,6440
日本海アウト-日本海イン,マスター,レディス,72.4,127,5699
日本海アウト-日本海イン,マスター,新レディス,70.9,123,5409
日本海アウト-日本海イン,サブ,バック,75.3,134,6371
日本海アウト-日本海イン,サブ,レギュラー,73.4,129,6018
日本海アウト-日本海イン,サブ,フロント,73.2,129,5952
日本海アウト-日本海イン,サブ,レディス,69.7,120,5248
日本海アウト-日本海イン,サブ,新レディス,68.5,116,4958
立山アウト-立山イン,マスター,バック,77.5,140,6640
立山アウト-立山イン,マスター,レギュラー,75.3,134,6226
立山アウト-立山イン,マスター,フロント,74.3,132,6128
立山アウト-立山イン,マスター,レディス,72.1,126,5608
立山アウト-立山イン,マスター,新レディス,70.0,120,5181
立山アウト-立山イン,サブ,バック,75.1,134,6271
立山アウト-立山イン,サブ,レギュラー,72.7,128,5834
立山アウト-立山イン,サブ,フロント,72.4,127,5751
立山アウト-立山イン,サブ,レディス,70.0,120,5272
立山アウト-立山イン,サブ,新レディス,68.3,116,4845
