Course,Green,Tee,CR,SR,Yards
EAST-WEST,ベント,バック,75.0,143,7036
EAST-WEST,ベント,レギュラー,73.1,139,6688
EAST-WEST,ベント,フロント,70.8,139,6229
EAST-WEST,ベント,ゴールド,68.4,135,5792
EAST-WEST,ベント,レディース,66.8,129,5446
EAST-WEST,ベント,クイーン,61.3,111,4219
EAST-WEST,ベント|ベント(4H左G),バック,74.7,141,6999
EAST-WEST,ベント|ベント(4H左G),レギュラー,72.8,139,6651
EAST-WEST,ベント|ベント(4H左G),フロント,70.7,137,6193
EAST-WEST,ベント|ベント(4H左G),ゴールド,68.2,133,5756
EAST-WEST,ベント|ベント(4H左G),レディース,66.7,128,5410
EAST-WEST,ベント|ベント(4H左G),クイーン,61.1,112,4183
WEST-SOUTH,ベント,バック,74.7,146,6965
WEST-SOUTH,ベント,レギュラー,73.2,144,6645
WEST-SOUTH,ベント,フロント,70.3,141,6114
WEST-SOUTH,ベント,ゴールド,69.1,139,5879
WEST-SOUTH,ベント,レディース,67.1,133,5499
WEST-SOUTH,ベント,クイーン,61.1,113,4139
WEST-SOUTH,ベント(4H左G)|ベント,バック,74.4,145,6928
WEST-SOUTH,ベント(4H左G)|ベント,レギュラー,72.9,143,6608
WEST-SOUTH,ベント(4H左G)|ベント,フロント,70.2,140,6078
WEST-SOUTH,ベント(4H左G)|ベント,ゴールド,68.9,137,5843
WEST-SOUTH,ベント(4H左G)|ベント,レディース,67.0,133,5463
WEST-SOUTH,ベント(4H左G)|ベント,クイーン,60.9,114,4103
SOUTH-EAST,ベント,バック,74.3,140,6983
SOUTH-EAST,ベント,レギュラー,72.5,138,6631
SOUTH-EAST,ベント,フロント,70.1,136,6139
SOUTH-EAST,ベント,ゴールド,67.9,129,5687
SOUTH-EAST,ベント,レディース,66.5,123,5415
SOUTH-EAST,ベント,クイーン,61.0,108,4250
