Course,Green,Tee,CR,SR,Yards
西アウト-西イン,ベントMain,バック,82.0,153,7213
西アウト-西イン,ベントMain,レギュラー,78.9,146,6657
西アウト-西イン,ベントMain,フロント,76.0,140,6164
西アウト-西イン,ベントMain,レディス,71.7,131,5391
西アウト-西イン,ベントSub,バック,80.5,149,6993
西アウト-西イン,ベントSub,レギュラー,77.4,142,6435
西アウト-西イン,ベントSub,フロント,74.5,137,5945
西アウト-西イン,ベントSub,レディス,70.3,128,5184
東アウト-東イン,ベントMain,バック,79.9,143,7220
東アウト-東イン,ベントMain,レギュラー,77.0,136,6647
東アウト-東イン,ベントMain,フロント,74.1,131,6159
東アウト-東イン,ベントMain,レディス,70.4,121,5450
東アウト-東イン,ベントSub,バック,79.0,141,7079
東アウト-東イン,ベントSub,レギュラー,76.2,134,6507
東アウト-東イン,ベントSub,フロント,73.4,129,6020
東アウト-東イン,ベントSub,レディス,69.5,119,5280
