Course,Green,Tee,CR,SR,Yards
西-東,ベント,フロント,76.3,134,6222
西-東,ベント,ゴールド,73.9,130,5812
西-東,ベント,レディース,71.5,126,5401
東-北,ベント,フロント,75.3,131,6189
東-北,ベント,ゴールド,72.9,127,5795
東-北,ベント,レディース,70.5,124,5411
北-西,ベント,フロント,75.2,134,6203
北-西,ベント,ゴールド,73.0,130,5827
北-西,ベント,レディース,70.4,125,5370
