Course,Green,Tee,CR,SR,Yards
桃園-愛鷹,ベント,バック1,80.7,144,6936
桃園-愛鷹,ベント,バック2,80.5,144,6895
桃園-愛鷹,ベント,レギュラー1,77.7,138,6392
桃園-愛鷹,ベント,レギュラー2,77.6,138,6377
桃園-愛鷹,ベント,フロント1,75.3,133,5935
桃園-愛鷹,ベント,ゴールド,72.9,128,5485
愛鷹-裾野,ベント,バック1,80.6,144,6878
愛鷹-裾野,ベント,バック2,80.5,144,6863
愛鷹-裾野,ベント,レギュラー1,78.0,139,6409
愛鷹-裾野,ベント,レギュラー2,77.9,139,6374
愛鷹-裾野,ベント,フロント1,75.4,133,5910
愛鷹-裾野,ベント,ゴールド,72.4,127,5339
裾野-桃園,ベント,バック1,80.1,145,6884
裾野-桃園,ベント,バック2,79.8,145,6828
裾野-桃園,ベント,レギュラー1,76.9,139,6305
裾野-桃園,ベント,レギュラー2,76.9,139,6285
裾野-桃園,ベント,フロント1,74.3,133,5813
裾野-桃園,ベント,ゴールド,72.1,128,5384
