Course,Green,Tee,CR,SR,Yards
中-西,Aグリーン,バック,78.2,142,7024
中-西,Aグリーン,レギュラー,75.9,136,6591
中-西,Aグリーン,フロント1,73.4,129,6107
中-西,Aグリーン,フロント2,70.5,122,5559
中-西,Aグリーン,レディース1,68.9,117,5180
中-西,Bグリーン,バック,77.5,140,6903
中-西,Bグリーン,レギュラー,75.2,134,6470
中-西,Bグリーン,フロント1,72.7,128,5986
中-西,Bグリーン,フロント2,69.9,120,5438
中-西,Bグリーン,レディース1,68.3,116,5059
東-中,Aグリーン,バック,78.1,142,6949
東-中,Aグリーン,レギュラー,75.8,136,6521
東-中,Aグリーン,フロント1,73.9,131,6167
東-中,Aグリーン,フロント2,70.9,123,5596
東-中,Aグリーン,レディース1,68.8,117,5141
東-中,Bグリーン,バック,77.5,140,6859
東-中,Bグリーン,レギュラー,75.1,134,6403
東-中,Bグリーン,フロント1,73.4,129,6077
東-中,Bグリーン,フロント2,70.4,121,5506
東-中,Bグリーン,レディース1,68.4,116,5051
西-東,Aグリーン,バック,77.9,141,6963
西-東,Aグリーン,レギュラー,75.5,135,6502
西-東,Aグリーン,フロント1,73.4,129,6102
西-東,Aグリーン,フロント2,70.4,121,5533
西-東,Aグリーン,レディース1,68.7,117,5137
西-東,Bグリーン,バック,77.3,139,6860
西-東,Bグリーン,レギュラー,74.8,133,6371
西-東,Bグリーン,フロント1,72.8,128,5999
西-東,Bグリーン,フロント2,69.9,120,5430
西-東,Bグリーン,レディース1,68.2,115,5034
