Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,フルバック,74.0,140,7002
アウト-イン,ベント,バック,71.9,134,6691
アウト-イン,ベント,レギュラー,70.1,130,6309
アウト-イン,ベント,フロント,68.9,127,6029
アウト-イン,ベント,ゴールド,67.1,124,5664
