Course,Green,Tee,CR,SR,Yards
レイクコースアウト-レイクコースイン,ベント,バック,77.3,139,6845
レイクコースアウト-レイクコースイン,ベント,レギュラー,74.8,133,6386
レイクコースアウト-レイクコースイン,ベント,フロント1,72.1,126,5922
ロックコースアウト-ロックコースイン,ベント,バック,77.0,139,6877
ロックコースアウト-ロックコースイン,ベント,レギュラー,74.4,132,6385
ロックコースアウト-ロックコースイン,ベント,フロント1,72.2,126,5916
