Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,Champion,70.8,131,6299
アウト-イン,ベント,Back,70.4,130,6209
アウト-イン,ベント,Regular,68.6,126,5820
アウト-イン,ベント,Front 1,66.1,119,5295
アウト-イン,ベント,Front 2,65.1,118,5089
