Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント(レギュラー),Back,75.0,146,6820
アウト-イン,ベント(レギュラー),Regular,73.1,141,6418
アウト-イン,ベント(レギュラー),Front-1,71.5,137,6065
アウト-イン,ベント(レギュラー),Front-2,70.3,134,5800
アウト-イン,バミューダ(サブ),Back,72.6,132,6365
アウト-イン,バミューダ(サブ),Regular,70.7,127,5963
アウト-イン,バミューダ(サブ),Front-1,69.2,123,5637
アウト-イン,バミューダ(サブ),Front-2,68.0,120,5367
