Course,Green,Tee,CR,SR,Yards
雲仙-橘,ベント,バック,71.9,136,6632
雲仙-橘,ベント,レギュラー,69.9,131,6189
雲仙-橘,ベント,フロント1,66.3,117,5426
雲仙-橘,ベント,レディース1,65.7,114,5368
雲仙-橘,コーライ,バック,71.4,138,6530
雲仙-橘,コーライ,レギュラー,69.2,128,6083
雲仙-橘,コーライ,フロント1,65.8,115,5324
雲仙-橘,コーライ,レディース1,65.0,113,5266
橘-有明,コーライ,バック,71.1,138,6463
橘-有明,コーライ,レギュラー,69.1,129,6095
橘-有明,コーライ,フロント1,66.3,117,5425
橘-有明,コーライ,レディース1,65.5,115,5345
橘-有明,ベント,バック,70.8,137,6447
橘-有明,ベント,レギュラー,68.9,131,6078
橘-有明,ベント,フロント1,66.3,116,5410
橘-有明,ベント,レディース1,65.6,113,5330
有明-雲仙,ベント,バック,70.5,134,6393
有明-雲仙,ベント,レギュラー,68.6,129,6023
有明-雲仙,ベント,フロント1,66.0,116,5476
有明-雲仙,ベント,レディース1,65.7,116,5454
有明-雲仙,コーライ,バック,70.3,133,6323
有明-雲仙,コーライ,レギュラー,68.3,124,5948
有明-雲仙,コーライ,フロント1,65.5,115,5405
有明-雲仙,コーライ,レディース1,65.3,114,5383
