Course,Green,Tee,CR,SR,Yards
大磯アウト-大磯イン,Aグリーン,チャンピオン,76.6,138,6584
大磯アウト-大磯イン,Aグリーン,バック,76.4,137,6546
大磯アウト-大磯イン,Aグリーン,レギュラー,74.0,131,6086
大磯アウト-大磯イン,Aグリーン,レディース,72.3,126,5775
大磯アウト-大磯イン,Bグリーン,チャンピオン,76.0,136,6460
大磯アウト-大磯イン,Bグリーン,バック,75.8,136,6422
大磯アウト-大磯イン,Bグリーン,レギュラー,73.4,129,5962
大磯アウト-大磯イン,Bグリーン,レディース,71.8,125,5652
平塚アウト-平塚イン,Aグリーン,チャンピオン,76.3,137,6465
平塚アウト-平塚イン,Aグリーン,バック,76.2,137,6448
平塚アウト-平塚イン,Aグリーン,レギュラー,74.4,132,6090
平塚アウト-平塚イン,Aグリーン,レディース,73.2,129,5863
平塚アウト-平塚イン,Bグリーン,チャンピオン,75.7,135,6338
平塚アウト-平塚イン,Bグリーン,バック,75.6,135,6321
平塚アウト-平塚イン,Bグリーン,レギュラー,73.7,130,5963
平塚アウト-平塚イン,Bグリーン,レディース,72.5,127,5736
