Course,Green,Tee,CR,SR,Yards
ROYALアウト-ROYALイン,ベント,バック(ツアー1),75.8,150,7063
ROYALアウト-ROYALイン,ベント,バック(ゴールド),75.2,148,6913
ROYALアウト-ROYALイン,ベント,レギュラー(ブルー1),72.7,144,6470
ROYALアウト-ROYALイン,ベント,レギュラー(ブルー2),71.2,142,6176
ROYALアウト-ROYALイン,ベント,フロント(ホワイト1),69.3,140,5736
ROYALアウト-ROYALイン,ベント,フロント(ホワイト2),67.8,135,5450
ROYALアウト-ROYALイン,ベント,フロント(ホワイト3),67.7,134,5397
ROYALアウト-ROYALイン,ベント,レディース(レッド),65.3,127,4810
GRANDアウト-GRANDイン,ベント,バック(ツアー1),73.9,140,6934
GRANDアウト-GRANDイン,ベント,バック(ツアー2),73.7,139,6883
GRANDアウト-GRANDイン,ベント,バック(ゴールド),73.5,139,6846
GRANDアウト-GRANDイン,ベント,レギュラー(ブルー1),71.6,137,6414
GRANDアウト-GRANDイン,ベント,レギュラー(ブルー2),70.8,135,6244
GRANDアウト-GRANDイン,ベント,フロント(ホワイト1),68.7,133,5844
GRANDアウト-GRANDイン,ベント,フロント(ホワイト2),68.1,131,5713
GRANDアウト-GRANDイン,ベント,フロント(ホワイト3),68.0,131,5685
GRANDアウト-GRANDイン,ベント,レディース(レッド),65.7,123,5161
