Course,Green,Tee,CR,SR,Yards
鹿庭・アウト-鹿庭・イン,ベント,バック,73.2,131,6850
鹿庭・アウト-鹿庭・イン,ベント,コンペ,71.3,128,6449
鹿庭・アウト-鹿庭・イン,ベント,レギュラー,70.5,127,6265
鹿庭・アウト-鹿庭・イン,ベント,フロント,67.9,121,5718
鹿庭・アウト-鹿庭・イン,ベント,レディース,65.1,116,5188
鹿庭・アウト-鹿庭・イン,ベント,ピンク,62.6,111,4661
氷上・イン-鹿庭・アウト,ベント,バック,72.3,127,6697
氷上・イン-鹿庭・アウト,ベント,コンペ,70.5,123,6325
氷上・イン-鹿庭・アウト,ベント,レギュラー,69.9,121,6168
氷上・イン-鹿庭・アウト,ベント,フロント,67.6,115,5620
氷上・イン-鹿庭・アウト,ベント,レディース,64.9,110,5075
氷上・イン-鹿庭・アウト,ベント,ピンク,62.1,102,4501
鹿庭・イン-氷上・アウト,ベント,バック,71.4,130,6494
鹿庭・イン-氷上・アウト,ベント,コンペ,69.4,128,6098
鹿庭・イン-氷上・アウト,ベント,レギュラー,68.9,127,5973
鹿庭・イン-氷上・アウト,ベント,フロント,67.4,124,5611
鹿庭・イン-氷上・アウト,ベント,レディース,64.2,115,4919
鹿庭・イン-氷上・アウト,ベント,ピンク,62.2,111,4515
氷上・アウト-氷上・イン,ベント,バック,70.5,126,6341
氷上・アウト-氷上・イン,ベント,コンペ,68.6,124,5974
氷上・アウト-氷上・イン,ベント,レギュラー,68.3,122,5876
氷上・アウト-氷上・イン,ベント,フロント,67.1,118,5513
氷上・アウト-氷上・イン,ベント,レディース,64.0,109,4806
氷上・アウト-氷上・イン,ベント,ピンク,61.7,103,4355
