Course,Green,Tee,CR,SR,Yards
アウト-イン,Aグリーン,フルバック,72.0,125,6654
アウト-イン,Aグリーン,バック,71.4,124,6527
アウト-イン,Aグリーン,レギュラー,69.9,120,6170
アウト-イン,Aグリーン,フロント1,67.8,117,5743
アウト-イン,Aグリーン,フロント2,66.2,112,5381
アウト-イン,Aグリーン,レディース,64.2,107,4908
アウト-イン,Bグリーン,フルバック,71.0,123,6457
アウト-イン,Bグリーン,バック,70.3,122,6330
アウト-イン,Bグリーン,レギュラー,68.5,120,5973
アウト-イン,Bグリーン,フロント1,66.7,115,5546
アウト-イン,Bグリーン,フロント2,65.2,109,5180
アウト-イン,Bグリーン,レディース,63.5,102,4707
