Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,70.5,132,6366
アウト-イン,ベント,レギュラー,69.0,129,6022
アウト-イン,ベント,シニア,68.5,128,5914
アウト-イン,ベント,フロント,66.4,123,5446
アウト-イン,ベント,レディース,65.7,121,5286
