Course,Green,Tee,CR,SR,Yards
プリンス-キング,ベント(メイン),バック,80.0,144,6963
プリンス-キング,ベント(メイン),レギュラー,77.2,137,6423
プリンス-キング,ベント(メイン),フロント1,75.0,133,6056
プリンス-キング,ベント(メイン),レディース,71.9,127,5524
プリンス-キング,ベント(サブ),バック,78.2,139,6690
プリンス-キング,ベント(サブ),レギュラー,75.5,133,6145
プリンス-キング,ベント(サブ),フロント1,73.0,128,5775
プリンス-キング,ベント(サブ),レディース,69.8,123,5241
クイーン-プリンス,ベント(メイン),バック,79.9,146,6930
クイーン-プリンス,ベント(メイン),レギュラー,77.0,139,6390
クイーン-プリンス,ベント(メイン),フロント1,74.9,135,6016
クイーン-プリンス,ベント(メイン),レディース,72.0,128,5494
クイーン-プリンス,ベント(サブ),バック,77.8,141,6607
クイーン-プリンス,ベント(サブ),レギュラー,75.1,135,6090
クイーン-プリンス,ベント(サブ),フロント1,72.8,130,5711
クイーン-プリンス,ベント(サブ),レディース,69.8,124,5198
キング-クイーン,ベント(メイン),バック,79.7,145,6935
キング-クイーン,ベント(メイン),レギュラー,77.0,138,6379
キング-クイーン,ベント(メイン),フロント1,74.7,134,6014
キング-クイーン,ベント(メイン),レディース,71.5,129,5502
キング-クイーン,ベント(サブ),バック,78.2,140,6685
キング-クイーン,ベント(サブ),レギュラー,75.6,134,6153
キング-クイーン,ベント(サブ),フロント1,73.2,130,5786
キング-クイーン,ベント(サブ),レディース,70.0,125,5285
