Course,Green,Tee,CR,SR,Yards
つつじ-信濃,ベント,青,77.4,140,6752
つつじ-信濃,ベント,緑,75.2,134,6334
つつじ-信濃,ベント,白,73.1,129,5938
つつじ-信濃,ベント,シルバー,71.3,124,5596
つつじ-信濃,ベント,赤,69.0,117,5102
苗場-つつじ,ベント,青,76.9,139,6611
苗場-つつじ,ベント,緑,74.7,133,6201
苗場-つつじ,ベント,白,72.7,128,5816
苗場-つつじ,ベント,シルバー,71.1,123,5517
苗場-つつじ,ベント,赤,68.8,117,5003
信濃-苗場,ベント,青,76.7,138,6619
信濃-苗場,ベント,緑,74.6,133,6221
信濃-苗場,ベント,白,72.7,128,5854
信濃-苗場,ベント,シルバー,71.0,123,5523
信濃-苗場,ベント,赤,68.7,117,5023
