Course,Green,Tee,CR,SR,Yards
桜-椿,Bグリーン,バック,70.8,128,6507
桜-椿,Bグリーン,レギュラー,70.0,125,6341
桜-椿,Bグリーン,フロント,68.8,121,6032
桜-椿,Kグリーン,バック,69.4,123,6206
桜-椿,Kグリーン,レギュラー,68.8,121,6047
桜-椿,Kグリーン,フロント,67.6,118,5734
椿-楓,Bグリーン,バック,69.9,125,6335
椿-楓,Bグリーン,レギュラー,69.4,123,6209
椿-楓,Bグリーン,フロント,68.5,121,5974
椿-楓,Kグリーン,バック,69.0,122,6122
椿-楓,Kグリーン,レギュラー,68.5,121,5985
椿-楓,Kグリーン,フロント,67.6,118,5747
楓-桜,Bグリーン,バック,69.7,124,6264
楓-桜,Bグリーン,レギュラー,69.0,122,6084
楓-桜,Bグリーン,フロント,67.9,118,5818
楓-桜,Kグリーン,バック,69.0,122,6066
楓-桜,Kグリーン,レギュラー,68.3,120,5888
楓-桜,Kグリーン,フロント,67.2,117,5623
