Course,Green,Tee,CR,SR,Yards
西-南,ベント,フルバック,71.9,132,6652
西-南,ベント,バック,69.2,130,6171
西-南,ベント,フロント,67.7,127,5859
西-南,ベント,ゴールド,66.3,124,5543
西-南,ベント,レディース,65.6,122,5347
西-南,ベント,レディース2,63.8,115,4976
南-東,ベント,フルバック,71.6,131,6529
南-東,ベント,バック,68.8,129,6008
南-東,ベント,フロント,67.6,126,5744
南-東,ベント,ゴールド,66.5,122,5485
南-東,ベント,レディース,64.9,119,5140
南-東,ベント,レディース2,63.6,116,4853
東-西,ベント,フルバック,70.9,130,6431
東-西,ベント,バック,69.2,128,6097
東-西,ベント,フロント,67.9,125,5837
東-西,ベント,ゴールド,66.8,121,5568
東-西,ベント,レディース,65.7,119,5297
東-西,ベント,レディース2,63.6,112,4859
