Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,80.1,145,6910
アウト-イン,ベント,レギュラー,77.4,138,6420
アウト-イン,ベント,フロント,75.6,135,6090
アウト-イン,ベント,レディース/ゴールド,71.0,125,5260
