Course,Green,Tee,CR,SR,Yards
つばき-さつき,ベント,バック,73.3,132,7088
つばき-さつき,ベント,レギュラー,70.2,125,6394
つばき-さつき,ベント,フロント,66.1,117,5545
つばき-さつき,ベント,レディース,65.7,117,5453
さつき-さくら,ベント,バック,73.2,131,6985
さつき-さくら,ベント,レギュラー,70.2,125,6335
さつき-さくら,ベント,フロント,66.3,116,5495
さつき-さくら,ベント,レディース,65.4,116,5300
さくら-つばき,ベント,バック,72.7,129,6897
さくら-つばき,ベント,レギュラー,69.6,123,6213
さくら-つばき,ベント,フロント,65.6,114,5388
さくら-つばき,ベント,レディース,64.9,113,5229
