Course,Green,Tee,CR,SR,Yards
雲仙-橘,ベント,バック,78.1,143,6632
雲仙-橘,ベント,レギュラー,76.3,137,6189
雲仙-橘,ベント,フロント1,71.5,127,5426
雲仙-橘,ベント,レディース1,70.5,124,5368
雲仙-橘,コーライ,バック,77.5,139,6530
雲仙-橘,コーライ,レギュラー,75.4,134,6083
雲仙-橘,コーライ,フロント1,70.9,125,5324
雲仙-橘,コーライ,レディース1,69.8,124,5266
橘-有明,コーライ,バック,77.4,144,6463
橘-有明,コーライ,レギュラー,75.3,139,6095
橘-有明,コーライ,フロント1,71.4,128,5425
橘-有明,コーライ,レディース1,70.5,127,5345
橘-有明,ベント,バック,77.2,144,6447
橘-有明,ベント,レギュラー,75.2,140,6078
橘-有明,ベント,フロント1,71.2,130,5410
橘-有明,ベント,レディース1,70.3,128,5330
有明-雲仙,ベント,バック,77.1,138,6393
有明-雲仙,ベント,レギュラー,75.1,133,6023
有明-雲仙,ベント,フロント1,71.3,128,5476
有明-雲仙,ベント,レディース1,71.0,126,5454
有明-雲仙,コーライ,バック,76.9,136,6323
有明-雲仙,コーライ,レギュラー,74.5,131,5948
有明-雲仙,コーライ,フロント1,70.9,125,5405
有明-雲仙,コーライ,レディース1,70.5,124,5383
