Course,Green,Tee,CR,SR,Yards
西-中,Aグリーン,フルバック,80.0,146,7001
西-中,Aグリーン,バック,78.7,143,6756
西-中,Aグリーン,レギュラー,76.4,137,6333
西-中,Aグリーン,フロント,73.9,132,5884
西-中,Aグリーン,レディース1,69.8,124,5138
西-中,Aグリーン,レディース2,68.9,122,4977
西-中,Bグリーン,フルバック,79.7,145,6944
西-中,Bグリーン,バック,78.3,142,6699
西-中,Bグリーン,レギュラー,76.1,138,6288
西-中,Bグリーン,フロント,73.7,132,5851
西-中,Bグリーン,レディース1,69.6,124,5103
西-中,Bグリーン,レディース2,69.1,122,4942
中-東,Aグリーン,フルバック,79.8,148,6918
中-東,Aグリーン,バック,78.7,145,6709
中-東,Aグリーン,レギュラー,76.3,140,6263
中-東,Aグリーン,フロント,73.7,135,5809
中-東,Aグリーン,レディース1,69.9,127,5099
中-東,Aグリーン,レディース2,69.2,125,4972
中-東,Bグリーン,フルバック,79.3,145,6823
中-東,Bグリーン,バック,78.1,143,6614
中-東,Bグリーン,レギュラー,75.8,138,6180
中-東,Bグリーン,フロント,73.3,133,5738
中-東,Bグリーン,レディース1,69.6,124,5032
中-東,Bグリーン,レディース2,69.3,124,4905
東-西,Aグリーン,フルバック,79.8,146,6915
東-西,Aグリーン,バック,78.8,145,6721
東-西,Aグリーン,レギュラー,76.5,140,6294
東-西,Aグリーン,フロント,74.0,134,5839
東-西,Aグリーン,レディース1,70.3,126,5165
東-西,Aグリーン,レディース2,69.5,125,5029
東-西,Bグリーン,フルバック,79.6,146,6887
東-西,Bグリーン,バック,78.6,143,6693
東-西,Bグリーン,レギュラー,76.3,139,6266
東-西,Bグリーン,フロント,73.8,133,5811
東-西,Bグリーン,レディース1,70.2,126,5147
東-西,Bグリーン,レディース2,69.4,124,5011
