Course,Green,Tee,CR,SR,Yards
松-竹,メインベント,バック,78.1,142,6879
松-竹,メインベント,レギュラー,76.0,136,6461
松-竹,メインベント,フロント1,74.2,131,6112
松-竹,メインベント,フロント2,69.6,119,5217
松-竹,サブベント,バック,77.3,139,6743
松-竹,サブベント,レギュラー,75.1,134,6324
松-竹,サブベント,フロント1,73.4,129,5979
松-竹,サブベント,フロント2,69.0,117,5130
竹-梅,メインベント,バック,76.0,136,6510
竹-梅,メインベント,レギュラー,73.9,131,6087
竹-梅,メインベント,フロント1,72.2,126,5772
竹-梅,メインベント,フロント2,68.8,117,5066
竹-梅,サブベント,バック,75.3,134,6388
竹-梅,サブベント,レギュラー,72.9,128,5953
竹-梅,サブベント,フロント1,71.6,125,5642
竹-梅,サブベント,フロント2,68.4,116,4985
梅-松,メインベント,バック,75.3,134,6391
梅-松,メインベント,レギュラー,73.6,130,6060
梅-松,メインベント,フロント1,72.2,126,5782
梅-松,メインベント,フロント2,69.2,118,5157
梅-松,サブベント,バック,74.4,132,6263
梅-松,サブベント,レギュラー,72.6,127,5919
梅-松,サブベント,フロント1,71.4,124,5641
梅-松,サブベント,フロント2,68.2,115,5019
