Course,Green,Tee,CR,SR,Yards
松-竹,メインベント,バック,72.7,133,6879
松-竹,メインベント,レギュラー,70.9,128,6461
松-竹,メインベント,フロント1,69.4,123,6112
松-竹,メインベント,フロント2,66.0,113,5217
松-竹,サブベント,バック,72.0,131,6743
松-竹,サブベント,レギュラー,70.1,125,6324
松-竹,サブベント,フロント1,68.6,121,5979
松-竹,サブベント,フロント2,65.4,111,5130
竹-梅,メインベント,バック,71.0,128,6510
竹-梅,メインベント,レギュラー,69.2,123,6087
竹-梅,メインベント,フロント1,68.0,119,5772
竹-梅,メインベント,フロント2,65.2,111,5066
竹-梅,サブベント,バック,70.4,126,6388
竹-梅,サブベント,レギュラー,68.6,121,5953
竹-梅,サブベント,フロント1,67.4,117,5642
竹-梅,サブベント,フロント2,64.9,110,4985
梅-松,メインベント,バック,70.3,126,6391
梅-松,メインベント,レギュラー,68.9,122,6060
梅-松,メインベント,フロント1,68.0,119,5782
梅-松,メインベント,フロント2,65.6,112,5157
梅-松,サブベント,バック,69.6,124,6263
梅-松,サブベント,レギュラー,68.3,120,5919
梅-松,サブベント,フロント1,67.2,117,5641
梅-松,サブベント,フロント2,64.7,109,5019
