Course,Green,Tee,CR,SR,Yards
アウト-イン,Main,バック,71.9,130,6621
アウト-イン,Main,レギュラー,69.9,125,6161
アウト-イン,Main,フロント1,68.2,119,5705
アウト-イン,Main,フロント2,67.3,117,5477
アウト-イン,Sub,バック,68.8,121,5968
アウト-イン,Sub,レギュラー,67.2,117,5527
アウト-イン,Sub,フロント1,65.4,111,5060
アウト-イン,Sub,フロント2,64.5,109,4824
