Course,Green,Tee,CR,SR,Yards
西-中,Aグリーン,フルバック,73.0,134,7001
西-中,Aグリーン,バック,72.0,131,6756
西-中,Aグリーン,レギュラー,70.1,128,6333
西-中,Aグリーン,フロント,68.1,124,5884
西-中,Aグリーン,レディース1,64.7,117,5138
西-中,Aグリーン,レディース2,64.0,115,4977
西-中,Bグリーン,フルバック,72.8,134,6944
西-中,Bグリーン,バック,71.7,132,6699
西-中,Bグリーン,レギュラー,69.7,129,6288
西-中,Bグリーン,フロント,67.8,125,5851
西-中,Bグリーン,レディース1,64.4,118,5103
西-中,Bグリーン,レディース2,63.7,117,4942
中-東,Aグリーン,フルバック,72.9,137,6918
中-東,Aグリーン,バック,72.1,135,6709
中-東,Aグリーン,レギュラー,70.1,132,6263
中-東,Aグリーン,フロント,68.1,127,5809
中-東,Aグリーン,レディース1,64.9,121,5099
中-東,Aグリーン,レディース2,64.3,120,4972
中-東,Bグリーン,フルバック,72.6,136,6823
中-東,Bグリーン,バック,71.7,134,6614
中-東,Bグリーン,レギュラー,69.6,132,6180
中-東,Bグリーン,フロント,67.7,127,5738
中-東,Bグリーン,レディース1,64.6,120,5032
中-東,Bグリーン,レディース2,64.0,119,4905
東-西,Bグリーン,フルバック,72.8,139,6887
東-西,Bグリーン,バック,72.0,138,6693
東-西,Bグリーン,レギュラー,69.9,135,6266
東-西,Bグリーン,フロント,67.9,130,5811
東-西,Bグリーン,レディース1,65.0,124,5147
東-西,Bグリーン,レディース2,64.3,124,5011
東-西,Aグリーン,フルバック,72.7,139,6915
東-西,Aグリーン,バック,71.9,137,6721
東-西,Aグリーン,レギュラー,70.0,134,6294
東-西,Aグリーン,フロント,68.0,129,5839
東-西,Aグリーン,レディース1,65.0,123,5165
東-西,Aグリーン,レディース2,64.3,122,5029
