Course,Green,Tee,CR,SR,Yards
鹿庭・アウト-鹿庭・イン,ベント,バック,79.0,143,6850
鹿庭・アウト-鹿庭・イン,ベント,コンペ,77.0,137,6449
鹿庭・アウト-鹿庭・イン,ベント,レギュラー,75.9,135,6265
鹿庭・アウト-鹿庭・イン,ベント,フロント,72.5,130,5718
鹿庭・アウト-鹿庭・イン,ベント,レディース,70.7,127,5188
鹿庭・アウト-鹿庭・イン,ベント,ピンク,67.6,120,4661
氷上・イン-鹿庭・アウト,ベント,バック,78.6,135,6697
氷上・イン-鹿庭・アウト,ベント,コンペ,76.5,134,6325
氷上・イン-鹿庭・アウト,ベント,レギュラー,75.6,130,6168
氷上・イン-鹿庭・アウト,ベント,フロント,72.3,127,5620
氷上・イン-鹿庭・アウト,ベント,レディース,70.0,124,5075
氷上・イン-鹿庭・アウト,ベント,ピンク,66.9,117,4501
鹿庭・イン-氷上・イン,ベント,バック,77.2,136,6431
鹿庭・イン-氷上・イン,ベント,コンペ,75.3,134,6098
鹿庭・イン-氷上・イン,ベント,レギュラー,74.5,133,5969
鹿庭・イン-氷上・イン,ベント,フロント,72.2,128,5570
鹿庭・イン-氷上・イン,ベント,レディース,70.1,124,5003
鹿庭・イン-氷上・イン,ベント,ピンク,67.7,119,4598
氷上・アウト-氷上・イン,ベント,バック,76.4,134,6341
氷上・アウト-氷上・イン,ベント,コンペ,74.1,132,5974
氷上・アウト-氷上・イン,ベント,レギュラー,73.6,130,5876
氷上・アウト-氷上・イン,ベント,フロント,71.9,127,5513
氷上・アウト-氷上・イン,ベント,レディース,68.4,122,4806
氷上・アウト-氷上・イン,ベント,ピンク,66.0,115,4355
