Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,74.2,138,6893
アウト-イン,ベント,レギュラー,72.2,134,6445
アウト-イン,ベント,フロント,70.3,128,6037
アウト-イン,ベント,レディース,65.7,119,5157
