Course,Green,Tee,CR,SR,Yards
プリンス-キング,ベント(メイン),バック,73.5,136,6963
プリンス-キング,ベント(メイン),レギュラー,70.9,130,6423
プリンス-キング,ベント(メイン),フロント1,69.1,125,6056
プリンス-キング,ベント(メイン),レディース,66.8,120,5524
プリンス-キング,ベント(サブ),バック,72.2,133,6690
プリンス-キング,ベント(サブ),レギュラー,69.7,126,6145
プリンス-キング,ベント(サブ),フロント1,67.8,122,5775
プリンス-キング,ベント(サブ),レディース,65.4,116,5241
キング-クイーン,ベント(メイン),バック,73.3,138,6935
キング-クイーン,ベント(メイン),レギュラー,70.7,132,6379
キング-クイーン,ベント(メイン),フロント1,69.1,126,6014
キング-クイーン,ベント(メイン),レディース,66.7,122,5502
キング-クイーン,ベント(サブ),バック,72.1,133,6685
キング-クイーン,ベント(サブ),レギュラー,69.7,127,6153
キング-クイーン,ベント(サブ),フロント1,68.0,122,5786
キング-クイーン,ベント(サブ),レディース,65.6,117,5285
クイーン-プリンス,ベント(メイン),バック,73.2,139,6930
クイーン-プリンス,ベント(メイン),レギュラー,70.8,132,6390
クイーン-プリンス,ベント(メイン),フロント1,69.2,126,6016
クイーン-プリンス,ベント(メイン),レディース,66.7,121,5494
クイーン-プリンス,ベント(サブ),バック,71.7,133,6607
クイーン-プリンス,ベント(サブ),レギュラー,69.4,127,6090
クイーン-プリンス,ベント(サブ),フロント1,67.6,122,5711
クイーン-プリンス,ベント(サブ),レディース,65.2,117,5198
