Course,Green,Tee,CR,SR,Yards
レイク・アウト-レイク・イン,Bグリーン,バック,77.4,140,6760
レイク・アウト-レイク・イン,Bグリーン,レギュラー,75.4,134,6381
レイク・アウト-レイク・イン,Bグリーン,シニア,72.1,126,5710
レイク・アウト-レイク・イン,Bグリーン,レディース,69.8,120,5259
レイク・アウト-レイク・イン,Aグリーン,バック,77.3,139,6709
レイク・アウト-レイク・イン,Aグリーン,レギュラー,75.4,134,6329
レイク・アウト-レイク・イン,Aグリーン,シニア,71.9,126,5653
レイク・アウト-レイク・イン,Aグリーン,レディース,69.7,120,5207
みさの・アウト-みさの・イン,Aグリーン,バック,77.2,139,6689
みさの・アウト-みさの・イン,Aグリーン,レギュラー,75.6,135,6365
みさの・アウト-みさの・イン,Aグリーン,シニア,72.2,126,5685
みさの・アウト-みさの・イン,Aグリーン,レディース,70.3,121,5348
みさの・アウト-みさの・イン,Bグリーン,バック,77.2,139,6720
みさの・アウト-みさの・イン,Bグリーン,レギュラー,75.6,135,6401
みさの・アウト-みさの・イン,Bグリーン,シニア,72.3,126,5727
みさの・アウト-みさの・イン,Bグリーン,レディース,70.5,122,5396
